id,is_iceberg
5941774d,0.14921678602695465
4023181e,0.8672005534172058
b20200e4,0.0026193372905254364
e7f018bb,0.9995841383934021
4371c8c3,0.902617335319519
a8d9b1fd,0.9997100234031677
29e7727e,0.2018059641122818
92a51ffb,0.9999905824661255
c769ac97,2.2576283242869977e-07
aee0547d,7.676443913621001e-19
565b28ac,0.000289635150693357
e04e9775,0.5394726991653442
8e8161d1,0.0003156318562105298
4cf4d256,0.7431361675262451
139e5324,0.9995126724243164
f156976f,0.0011203719768673182
68a117cc,0.089789479970932
d9aa7a56,0.07509566843509674
9005b143,0.8213744163513184
5f6d3988,0.9730532169342041
9ad70954,0.0409499928355217
b9087b9e,0.6158684492111206
a39a1427,0.9557867050170898
82fbe8ed,0.33443644642829895
1fae4879,5.878638504805411e-13
6dd8f13d,0.6825494170188904
bbad5958,0.282257080078125
54527583,0.0557912178337574
be8fa29c,0.07590283453464508
81a3328f,0.9999843835830688
1a3c0ab3,0.002890379400923848
4deeeb8b,0.5938593745231628
ac6d5632,0.7493470311164856
472dadb5,0.9326487183570862
96093f95,0.9911536574363708
f5b4e3df,0.995086133480072
e01a3c92,0.08398013561964035
001680af,0.6200103163719177
8e639f33,0.41763806343078613
a2c16612,0.856650710105896
a6d76474,0.0001947152632055804
19c47684,0.35513126850128174
015827b6,0.8528406620025635
7df7f7ce,0.24476006627082825
0bbf1a3f,0.721149742603302
636cfbb7,0.8170373439788818
7370030a,0.9999998807907104
43aa97ad,0.0
ba2b5e63,0.9999923706054688
dfdd335b,0.747879683971405
e79b13dc,0.9999980926513672
dc32b195,0.5981347560882568
6d868590,0.9891825318336487
75fa59aa,0.5114063024520874
ffe50836,0.9865430593490601
a7bfd784,0.9998264908790588
b3d569e3,0.8473291993141174
6c538c5b,0.48062700033187866
5c7c15f4,1.188246888636985e-20
0b745139,0.9995083808898926
fd14608e,0.5672894716262817
f0bc8305,0.7518301606178284
a10ccb28,0.9999982118606567
543304c7,0.6437536478042603
6c3a4078,0.0
9b73cc75,0.06362658739089966
5c6c71b1,0.1641419231891632
09ee9186,0.8328680396080017
207c35cf,0.6193307042121887
153c813e,0.0
5605d58b,0.7866045832633972
642ca396,0.07411672174930573
d32d72c0,0.6664170026779175
16646a17,0.9989535808563232
384074af,0.7665553092956543
69bf1e8c,0.712757408618927
9e90a054,0.5471972227096558
89dbe7f7,0.9996954202651978
dbd27d22,0.9080787301063538
a2ea1561,0.46691104769706726
d63402af,0.8932076692581177
1ac8bb92,0.9992595314979553
8beffca5,0.4525880515575409
46741f3e,0.07220715284347534
e5ee6aa7,0.8316032290458679
5ecd892b,0.7969717383384705
69892166,0.12900200486183167
2f725a81,0.6581923961639404
810abfe4,0.9958586096763611
e6f973e6,0.7333292365074158
c60a5c46,0.8541772961616516
c42b9e08,0.5258093476295471
c3f00c23,2.7997244615107775e-05
5307fdb8,0.9999667406082153
3e4f005e,0.03776705637574196
4a4cc2e0,0.8343068957328796
9bdd88d1,2.1761464158442934e-11
0d832bed,0.0398208424448967
14a134fa,0.415461003780365
78a41676,0.012199562042951584
0bd4658e,0.3985399305820465
4a311bb0,0.6782976984977722
f939c817,0.9686001539230347
956adc4d,0.999980092048645
f8a119f5,0.7856903672218323
61faa1ad,0.8107590675354004
6725eb3e,0.9943339824676514
17b3a8fd,0.17616434395313263
49a88dfc,0.007521864026784897
2d6ec645,0.5253282189369202
0d4d77ba,0.5559844970703125
3ee672a2,0.9999974966049194
738b41fd,0.6820155382156372
f7fb320d,0.5576213598251343
b42fad18,5.4680034033082435e-15
4ab8b00a,0.42905083298683167
f7870f2b,0.18267518281936646
4978666a,0.2846924662590027
f1b0d6c7,0.005414372310042381
5642407f,0.01237405464053154
36d4ff92,0.9999806880950928
4139aba2,0.7345761060714722
7585ce58,0.6479388475418091
33e25984,0.9999239444732666
ac46f3c9,0.41581687331199646
fc34a5b8,0.7990610003471375
85c36a8f,0.8401426076889038
b2d8a426,0.25793030858039856
13ec60d1,0.7369232177734375
